,TICKER,Sector,Industry,tix_og_adjpx,tix_last_adjpx,cumul_ret
5481,DAL,Industrials,Airlines,43.9080017352098,39.9168084756711,-9.09%
5482,GELV,Energy,Coal & Consumable Fuels ,0.0006,0.004,566.67%
5483,TRXA,Industrials,Commercial & Professional Services,0.1,1.1,1000.00%
5484,VIDA,Communication Services,Media,0.0011,0.00116,5.45%
5485,SNVP,Energy,Oil & Gas Exploration & Production ,0.0001,0.0005,400.00%
5486,OATN,Materials,Precious Metals Gold Mining ,0.0044,0.0377,756.82%
5487,ADEC,Consumer Discretionary,Auotomobiles & Components,0.001,0.0001,-90.00%
5488,UNGS,Energy,Oil & Gas Exploration & Production ,0.4,0.0018,-99.55%
5489,PXHI,Information Technology,Computers Electronics,1.23,0.397,-67.72%
5490,OPXS,Industrials,Aerospace & Defense ,2.95445851890412,1.78,-39.75%
5491,WTKN,Consumer Discretionary,Hotels Leisure & Consumer Services,0.009,0.0065,-27.78%
5492,VDRM,Health Care,Pharmaceuticals,0.0028,0.001965,-29.82%
5493,BICB,Industrials,Electrical Equipment,0.029,0.0049,-83.10%
5494,MSLP,Consumer Staples,Household & Personal Products,2.264,0.204,-90.99%
5495,ATHI,Information Technology,Software,0.05,0.1,100.00%
5496,QING,Consumer Discretionary,Apparel & Textiles,0.0032,0.0136,325.00%
5497,WPFH,Consumer Discretionary,Hotels Leisure & Consumer Services,1.5,0.04,-97.33%
5498,TLSNY,Communication Services,Diversified Telecommunication Services,3.65156277763887,6.57577397270571,80.08%
5499,SZKMY,Consumer Discretionary,Auotomobiles & Components,28.9430939579539,46.2972497336337,59.96%
5500,DNFGY,Consumer Discretionary,Auotomobiles & Components,40.8489203384439,47.6074466538189,16.55%
5501,BOUYY,Communication Services,Construction & Engineering,4.05828313543986,6.89888738210655,70.00%
5502,DLX,Industrials,Commercial & Professional Services,39.5989023999003,24.8242498275955,-37.31%
5503,VLOWY,Energy,Oil & Gas Equipment & Services ,42.9577298557593,7.41,-82.75%
5504,GASNY,Utilities,Gas Utilities,2.4678255235461,3.812882944493,54.50%
5505,ARZGY,Financials,Life Health & Multi-line Insurance,5.58244659203189,7.41676480182166,32.86%
5506,CCOZY,Energy,Coal & Consumable Fuels ,6.71658428208598,3.90330683653456,-41.89%
5507,DXLG,Consumer Discretionary,Apparel & Textiles,5.36,0.2681,-95.00%
5508,AVEPY,Industrials,Construction & Engineering,0.38,0.001,-99.74%
5509,DTE,Utilities,Multi-Utilities Water Utilities Power,51.3798979312099,92.9678315282934,80.94%
5510,OVCHY,Financials,Banks,8.27871979160178,13.302034073992,60.68%
5511,WWNTY,Consumer Staples,Food Products,26.7564428494836,33.1364369015231,23.84%
5512,BCMXY,Financials,Banks,9.21750130805489,10.4985139139648,13.90%
5513,WARFY,Real Estate,Real Estate,3.01239970012724,4.95768281207958,64.58%
5514,LOPE,Consumer Discretionary,Hotels Leisure & Consumer Services,38.58,93.11,141.34%
5515,GLPEY,Energy,Coal & Consumable Fuels ,3.80385087226075,4.56588777705664,20.03%
5516,ATGE,Consumer Discretionary,Hotels Leisure & Consumer Services,24.4886734592937,33.95,38.64%
5517,DEWY,Industrials,Electrical Equipment,2.34,5.0,113.68%
5518,ERUC,Health Care,Health Care Providers (non-HMO),0.0001,0.0001,0.00%
5519,BIOQ,Health Care,Biotechnology Life Sciences,14.6682789631447,77.1863472074999,426.21%
5520,KRLTF,Materials,Chemicals,0.5005,0.19,-62.04%
5521,VVI,Industrials,Commercial & Professional Services,25.9675940053498,36.17,39.29%
5522,DBD,Information Technology,Computers Electronics,N/A,N/A,nan%
5523,DGII,Information Technology,Communications Equipment,10.83,18.9,74.52%
5524,DIGAF,Financials,Diversified Financials,0.0655,0.0041,-93.74%
5525,CGSXF,Communication Services,Media,0.95,0.01,-98.95%
5526,DLHC,Industrials,Commercial & Professional Services,4.03,9.32,131.27%
5527,STWRY,Information Technology,Software,6.21041764007375,9.96847377806624,60.51%
5528,TGRNF,Health Care,Pharmaceuticals,1.43346580056643,0.52912576057337,-63.09%
5529,GIKLY,Health Care,Biotechnology Life Sciences,10.2879849262388,15.2600826199127,48.33%
5530,AFTM,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,0.43,0.0021,-99.51%
5531,DIOD,Information Technology,Semiconductors,22.3,70.5,216.14%
5532,DION,Industrials,Commercial & Professional Services,0.006,0.0027,-55.00%
5533,ATNNF,Consumer Discretionary,Auotomobiles & Components,181.398503085627,119.690413124482,-34.02%
5534,HNGKY,Real Estate,Real Estate,24.1160353741162,17.2025993696689,-28.67%
5535,PPC,Consumer Staples,Food Products,19.6927953471465,19.61,-0.42%
5536,DIS,Consumer Discretionary,Media,96.8430692214697,180.596301546392,86.48%
5537,CGA,Materials,Chemicals,17.7588,3.6,-79.73%
5538,NIFCY,Consumer Discretionary,Auotomobiles & Components,11.3845064399046,13.7,20.34%
5539,TGSGY,Energy,Oil & Gas Equipment & Services ,11.6408832258401,12.8873177341501,10.71%
5540,GRDLY,Industrials,Transportation Air Freight & Marine,21.6131831676079,10.4515439269844,-51.64%
5541,CHGCY,Health Care,Pharmaceuticals,5.47675105755453,26.2913181691923,380.05%
5542,PFX,Financials,Diversified Financials,100.916370685034,28.2164093877216,-72.04%
5543,DXYN,Consumer Discretionary,Household Durables (non-Homebuilding),5.03,2.55,-49.30%
5544,RDRUY,Materials,Precious Metals Gold Mining ,1.03610160550453,2.175,109.92%
5545,ISDR,Information Technology,Software,5.5174079218657,17.51,217.36%
5546,SBFFY,Energy,Oil & Gas Equipment & Services ,9.04593105125608,15.0893924716374,66.81%
5547,BLHEY,Financials,Life Health & Multi-line Insurance,12.769649942751,12.0291775872427,-5.80%
5548,VERF,Financials,Banks,15.2787550271026,22.4822521419829,47.15%
5549,NZRFY,Energy,Coal & Consumable Fuels ,3.68,3.68,0.00%
5550,MOHCY,Energy,Coal & Consumable Fuels ,7.65252074785307,4.91149387621245,-35.82%
5551,DTNOY,Energy,Oil & Gas Exploration & Production ,5.66811580221017,6.54058282799184,15.39%
5552,MXCHY,Materials,Chemicals,3.44230030343141,4.26603257559404,23.93%
5553,UCBJY,Health Care,Pharmaceuticals,39.8731417677713,51.1930900061136,28.39%
5554,SRHBY,Communication Services,Wireless Telecommunication Services,15.3553937165854,8.04817179751535,-47.59%
5555,POAHY,Consumer Discretionary,Auotomobiles & Components,3.77926291672649,6.30036463268654,66.71%
5556,D,Utilities,Multi-Utilities Water Utilities Power,47.5346703492705,65.5671438334313,37.94%
5557,DCI,Industrials,Industrial Machinery,24.8750185622693,53.1646208956014,113.73%
5558,DGICB,Financials,Insurance Brokers & Reinsurance,12.071385929426,10.3410143743983,-14.33%
5559,DGICA,Financials,Insurance Brokers & Reinsurance,10.0271629972285,12.1549893801674,21.22%
5560,RRD,Industrials,Commercial & Professional Services,5.62042235448267,2.26,-59.79%
5561,JEXYY,Industrials,Transportation Air Freight & Marine,16.760783116749,18.3552165278613,9.51%
5562,NORZF,Materials,Precious Metals Gold Mining ,0.0733,0.0549,-25.10%
5563,DOV,Industrials,Industrial Machinery,42.7914415158725,120.735013975139,182.15%
5564,DD,Materials,Specialty Chemicals ,111.844029528053,66.9574798189068,-40.13%
5565,SBGSY,Industrials,Electrical Equipment,9.04539930228295,27.227954437798,201.01%
5566,PIFMY,Consumer Staples,Food Products,14.0808197217696,21.6725798831673,53.92%
5567,AGFS,Materials,Chemicals,6.28,2.27,-63.85%
5568,LCII,Consumer Discretionary,Auotomobiles & Components,46.8688364651812,116.692639021858,148.98%
5569,NRILY,Information Technology,Internet Software & IT Services,8.56190829677895,36.23,323.15%
5570,CICOY,Industrials,Transportation Air Freight & Marine,0.934581691840963,2.65743538350096,184.34%
5571,NYXO,Information Technology,Semiconductors,0.0001,0.0003,200.00%
5572,ACST,Health Care,Pharmaceuticals,119.04,15.6,-86.90%
5573,CFIGY,Financials,Diversified Financials,97.1220678090808,60.4496054593514,-37.76%
5574,MNOIY,Consumer Discretionary,Hotels Leisure & Consumer Services,13.5890528740753,16.77680954158,23.46%
5575,PRRFY,Consumer Staples,Food Products,2.767882319357,6.54579888858463,136.49%
5576,PLFRY,Industrials,Construction & Farm Machinery,22.6904232113654,29.1078065639363,28.28%
5577,STAG,Real Estate,Real Estate,12.1531005352624,27.338359420189,124.95%
5578,INCZY,Materials,Chemicals,2.07687930062346,1.44848039377655,-30.26%
5579,TUIFY,Consumer Discretionary,Hotels Leisure & Consumer Services,7.18405779421341,3.155,-56.08%
5580,GBXPY,Consumer Discretionary,Specialty Retail,N/A,N/A,nan%
5581,SLFPY,Financials,Diversified Financials,10.3155248211874,12.0238320686567,16.56%
5582,RFLFY,Consumer Discretionary,Hotels Leisure & Consumer Services,3.2,2.75,-14.06%
5583,PPRW,Industrials,Electrical Equipment,0.0046,0.0066,43.48%
5584,SINO,Industrials,Transportation Air Freight & Marine,N/A,N/A,nan%
5585,GFI,Materials,Precious Metals Gold Mining ,2.38176809655196,8.19513932291382,244.08%
5586,EDESY,Consumer Staples,Food Products,11.7401107326386,33.2224309486593,182.98%
5587,BKRKF,Financials,Banks,N/A,N/A,nan%
5588,DCO,Industrials,Aerospace & Defense ,16.12,53.7,233.13%
5589,SEM,Health Care,Health Care Providers (non-HMO),11.2841919186366,26.2066119621736,132.24%
5590,DUK,Utilities,Electric Utilities,50.3467812633339,80.2773150550248,59.45%
5591,DRE,Real Estate,Real Estate,16.9605721621204,38.5228130647982,127.13%
5592,NTDTY,Information Technology,Internet Software & IT Services,24.2863179334415,14.06,-42.11%
5593,ROIC,Real Estate,Real Estate,13.0224675851385,11.8920460873899,-8.68%
5594,FLS,Industrials,Industrial Machinery,35.4170502683917,34.1465530255222,-3.59%
5595,TGA,Energy,Oil & Gas Exploration & Production ,N/A,N/A,nan%
5596,SYIEY,Materials,Specialty Chemicals ,14.9572335644947,32.4585428730745,117.01%
5597,DY,Industrials,Construction & Engineering,68.58,75.52,10.12%
5598,DYNT,Health Care,Health Crare Equipment & Technology,14.75,4.05,-72.54%
5599,DGIX,Consumer Discretionary,Household Durables (non-Homebuilding),0.261,0.26,-0.38%
5600,DYSL,Information Technology,Computers Electronics,1.7237037037037,0.991851851851852,-42.46%
5601,BFLBY,Industrials,Commercial & Professional Services,6.38700685310319,4.89377048482168,-23.38%
5602,LGSXY,Utilities,Electric Utilities,2.05505023391509,4.89637242086444,138.26%
5603,HBGRY,Industrials,Industrial Machinery,1.58,0.43,-72.78%
5604,PKI,Health Care,Biotechnology Life Sciences,N/A,N/A,nan%
5605,FOJCY,Utilities,Electric Utilities,1.34266008801793,3.72062131359303,177.11%
5606,MTWD,Materials,Aluminum Steel,0.4,0.115,-71.25%
5607,EQKR,Real Estate,Real Estate,N/A,N/A,nan%
5608,ESE,Industrials,Industrial Machinery,33.8979747388423,102.0237093546,200.97%
5609,YATRY,Industrials,Transportation Air Freight & Marine,21.34,25.455,19.28%
5610,GLEC,Industrials,Commercial & Professional Services,0.003,0.001,-66.67%
5611,PRMD,Energy,Oil & Gas Exploration & Production ,0.007,0.03,328.57%
5612,ADOOY,Energy,Coal & Consumable Fuels ,0.853190060159096,3.55698159619787,316.90%
5613,CYJBY,Industrials,Industrial Machinery,14.6491869602445,14.1678038361272,-3.29%
5614,EML,Industrials,Industrial Machinery,16.1688370310427,22.6198427461456,39.90%
5615,SAFRY,Industrials,Aerospace & Defense ,15.081034026925,34.8117601087496,130.83%
5616,EGP,Real Estate,Real Estate,43.2249542567974,126.637976140626,192.97%
5617,HAYPY,Industrials,Commercial & Professional Services,20.4787176972029,14.9570967479175,-26.96%
5618,CNJG,Communication Services,Media,130.0,0.26,-99.80%
5619,SVM,Materials,Precious Metals Gold Mining ,0.456588929612412,6.53761477748897,1331.84%
5620,EBRPY,Consumer Staples,Food Products,14.4935692504552,21.1518532653212,45.94%
5621,MNRLF,Materials,Precious Metals Gold Mining ,1.395,2.0539,47.23%
5622,CYRLY,Real Estate,Real Estate,1.18962194837531,0.773573967163906,-34.97%
5623,STRI,Information Technology,Semiconductor Equipment,0.37,0.158,-57.30%
5624,TYIDY,Industrials,Auotomobiles & Components,52.2064300041371,81.28,55.69%
5625,SINGY,Industrials,Airlines,12.2735190446824,6.04934990891703,-50.71%
5626,SIELY,Industrials,Electrical Equipment,9.70924063624029,5.34357982400557,-44.96%
5627,ETN,Industrials,Electrical Equipment,41.7741374632081,112.886507337037,170.23%
5628,CSSI,Information Technology,Internet Software & IT Services,0.12,0.025,-79.17%
5629,NGKSF,Consumer Discretionary,Auotomobiles & Components,19.2904260138411,14.2252477946301,-26.26%
5630,CTPCF,Industrials,Industrial Conglomerates,0.961831434257087,0.48626764921718,-49.44%
5631,DKILY,Industrials,Building Products,6.99129526152063,22.33,219.40%
5632,NPACY,Information Technology,Computers Electronics,1.03930154562094,1.18106731868986,13.64%
5633,OUKPY,Industrials,Construction & Farm Machinery,2.30389162500034,4.45816581741243,93.51%
5634,QNST,Information Technology,Internet Software & IT Services,4.01,21.44,434.66%
5635,CTXAY,Energy,Coal & Consumable Fuels ,34.3610313855092,35.9967261532886,4.76%
5636,MITUY,Materials,Chemicals,13.9441250371031,13.875386392554,-0.49%
5637,CGUSY,Consumer Staples,Food & Stapes Retailing,5.84761320284934,6.18,5.68%
5638,ECL,Materials,Specialty Chemicals ,102.610654144736,208.509717922822,103.20%
5639,OROVY,Industrials,Transportation Air Freight & Marine,4.84060139069234,15.7852992091299,226.10%
5640,ADRZY,Industrials,Industrial Machinery,10.0628904763236,7.76058391490252,-22.88%
5641,ITCFY,Financials,Diversified Financials,10.6470912895044,4.10123667249978,-61.48%
5642,TACYY,Communication Services,Wireless Telecommunication Services,6.37648624898807,4.9189985805542,-22.86%
5643,JYSKY,Financials,Banks,11.493593714984,6.20205740459601,-46.04%
5644,EDUC,Consumer Discretionary,Distributors Multiline Retail,4.69799253164569,14.6345187758932,211.51%
5645,SNMRY,Utilities,Gas Utilities,6.26346391373976,8.9920298566851,43.56%
5646,MOAEY,Energy,Coal & Consumable Fuels ,1.45,0.65,-55.17%
5647,JXHLY,Energy,Coal & Consumable Fuels ,7.87581964217773,7.06,-10.36%
5648,XTEPY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,41.3825210586973,41.1672869684461,-0.52%
5649,THBIY,Financials,Banks,6.05356408356564,1.29,-78.69%
5650,ELGT,Industrials,Industrial Machinery,0.001,0.0001,-90.00%
5651,PRI,Financials,Life Health & Multi-line Insurance,41.8252460975408,127.954068557784,205.93%
5652,ELSE,Information Technology,Computers Electronics,3.46,4.81,39.02%
5653,EA,Information Technology,Software,64.8214166765906,141.010468018859,117.54%
5654,EKCS,Information Technology,Computers Electronics,0.016,0.08,400.00%
5655,LNGB,Consumer Discretionary,Hotels Leisure & Consumer Services,6.5,4.76,-26.77%
5656,ETCIA,Information Technology,Communications Equipment,0.02,0.0264,32.00%
5657,EENEY,Industrials,Trading Companies & Distributors,32.0457724773788,38.5348972879101,20.25%
5658,HIIDY,Energy,Coal & Consumable Fuels ,9.71,2.26,-76.73%
5659,ALFVY,Industrials,Industrial Machinery,14.1194233611677,25.1950607881956,78.44%
5660,EDRWY,Utilities,Multi-Utilities Water Utilities Power,34.8200232866577,26.63,-23.52%
5661,BDRFY,Consumer Staples,Household & Personal Products,17.5146378341847,22.6747088828112,29.46%
5662,AVSFY,Consumer Staples,Food Products,16.8372734359692,16.9420065982332,0.62%
5663,AGLXY,Utilities,Multi-Utilities Water Utilities Power,11.7567669496531,7.80256031070845,-33.63%
5664,ESBK,Financials,Banks,14.8129756330891,11.0093033004941,-25.68%
5665,ELRNF,Financials,Diversified Financials,3.67295814609322,2.66507309328648,-27.44%
5666,MSLOY,Industrials,Transportation Air Freight & Marine,2.52666666666667,5.0,97.89%
5667,SZLMY,Financials,Life Health & Multi-line Insurance,14.8641859372422,20.0893041090708,35.15%
5668,RDEIY,Utilities,Electric Utilities,6.71537406397618,8.60141526115621,28.09%
5669,MTH,Consumer Discretionary,Homebuilding,32.4549427382522,81.7493417756098,151.89%
5670,EMR,Industrials,Electrical Equipment,37.588106494712,74.6948104851128,98.72%
5671,MSN,Consumer Discretionary,Household Durables (non-Homebuilding),1.0,1.005,0.50%
5672,SREDY,Financials,Life Health & Multi-line Insurance,13.3272597953615,8.40942299368132,-36.90%
5673,EFGXY,Financials,Diversified Financials,7.07519986667295,5.60927999355956,-20.72%
5674,RNWEY,Information Technology,Semiconductor Equipment,0.09,1.85,1955.56%
5675,RIHC,Health Care,Health Care Providers (non-HMO),N/A,N/A,nan%
5676,NPEXY,Industrials,Road & Rail,27.2493969054736,13.29,-51.23%
5677,MIUFY,Financials,Diversified Financials,10.66,9.2,-13.70%
5678,BKHYY,Financials,Banks,19.0744895437274,28.630276468894,50.10%
5679,PKSGY,Consumer Discretionary,Distributors Multiline Retail,4.69801028291725,1.02233959168968,-78.24%
5680,FPPP,Energy,Oil & Gas Exploration & Production ,0.101,0.0098,-90.30%
5681,NOAH,Financials,Diversified Financials,25.4067601683029,46.4689060308555,82.90%
5682,SLLDY,Financials,Life Health & Multi-line Insurance,4.78472181389263,6.29502183487965,31.57%
5683,EQUEY,Utilities,Electric Utilities,1.5003108437713,4.24326402508003,182.83%
5684,PRDSY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,5.25971484623823,12.3445407750492,134.70%
5685,TTOPF,Industrials,Commercial & Professional Services,N/A,N/A,nan%
5686,HOLI,Information Technology,Computers Electronics,20.1666244153833,14.4088516746411,-28.55%
5687,ATO,Utilities,Gas Utilities,51.311902609755,87.7224229243466,70.96%
5688,PEGRY,Utilities,Multi-Utilities Water Utilities Power,10.903724044982,14.2003322995707,30.23%
5689,EBF,Industrials,Commercial & Professional Services,11.7810937378618,15.0532445070473,27.77%
5690,EOG,Energy,Oil & Gas Exploration & Production ,53.8234549479876,41.0643080277042,-23.71%
5691,SWMAY,Consumer Staples,Beverages Tobacco,2.20303909100873,7.41625884236739,236.64%
5692,ETR,Utilities,Electric Utilities,48.5378743364507,86.9035535309954,79.04%
5693,FPLPY,Financials,Diversified Financials,28.5709250526929,3.52619737545061,-87.66%
5694,AMDHF,Health Care,Health Crare Equipment & Technology,0.12,0.005,-95.83%
5695,ISHI,Consumer Discretionary,Specialty Stores,0.02,0.0799,299.50%
5696,XNGSY,Utilities,Gas Utilities,16.6861649699911,54.2279881780499,224.99%
5697,ENZN,Health Care,Biotechnology Life Sciences,0.151746075399954,0.248395,63.69%
5698,ABGOY,Industrials,Construction & Engineering,0.26,0.02,-92.31%
5699,VKSC,Materials,Containers & Packaging,3.2,1.03,-67.81%
5700,EPGRQ,Utilities,Multi-Utilities Water Utilities Power,0.001,0.0022,120.00%
5701,ETCC,Industrials,Aerospace & Defense ,1.0,0.311,-68.90%
5702,ESYJY,Industrials,Airlines,17.1905561959261,9.40583916886406,-45.28%
5703,ENZ,Health Care,Health Care Providers (non-HMO),4.69,2.52,-46.27%
5704,OSUR,Health Care,Health Crare Equipment & Technology,6.35,10.585,66.69%
5705,EFX,Industrials,Commercial & Professional Services,100.818498757089,188.343730943804,86.81%
5706,TASY,Information Technology,Software,0.55,0.55,0.00%
5707,TURN,Financials,Diversified Financials,4.35,6.66000000000001,53.10%
5708,CCGGY,Consumer Staples,Beverages Tobacco,11.1271788872731,8.25,-25.86%
5709,EQT,Energy,Oil & Gas Exploration & Production ,27.2963030999093,12.2462465866594,-55.14%
5710,INN,Real Estate,Real Estate,8.7151453271774,8.54864381343516,-1.91%
5711,UBSFY,Information Technology,Software,5.69,19.2499,238.31%
5712,LBTI,Materials,Chemicals,N/A,N/A,nan%
5713,ERIC,Information Technology,Communications Equipment,7.59448033414954,10.5380146211261,38.76%
5714,ESCA,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,9.35000501263744,18.5815402594953,98.73%
5715,ESP,Industrials,Electrical Equipment,19.1396076144134,18.2600893015948,-4.60%
5716,SGTSY,Industrials,Industrial Machinery,5.19,2.46,-52.60%
5717,NEU,Materials,Specialty Chemicals ,316.258419307915,369.187963498974,16.74%
5718,GLPG,Health Care,Biotechnology Life Sciences,60.96,98.98,62.37%
5719,SYVN,Consumer Staples,Household & Personal Products,0.0008,0.002,150.00%
5720,VLPNY,Materials,Aluminum Steel,4.75949039895104,6.50919799301383,36.76%
5721,KZMYY,Materials,Precious Metals Gold Mining ,0.684399048136165,4.30008410428932,528.30%
5722,CZMWY,Health Care,Health Crare Equipment & Technology,27.5466877089542,130.725176382949,374.56%
5723,ROHCY,Information Technology,Semiconductors,12.2733961406048,24.775,101.86%
5724,SILXY,Information Technology,Semiconductors,1.44,2.391,66.04%
5725,AMDLY,Industrials,Industrial Machinery,41.04,38.6,-5.95%
5726,SKHHY,Health Care,Health Care Providers (non-HMO),14.7868897933735,22.1965962209287,50.11%
5727,ANIOY,Materials,Aluminum Steel,3.60052959999883,4.58271815482301,27.28%
5728,PRYMY,Industrials,Electrical Equipment,8.67158009123391,16.7469151519534,93.12%
5729,UPNRY,Industrials,Building Products,15.0645259819064,9.54261239514168,-36.66%
5730,MZDAY,Consumer Discretionary,Auotomobiles & Components,9.88037890336043,3.3375,-66.22%
5731,KINS,Financials,Insurance Brokers & Reinsurance,7.30083267735918,6.31947202554021,-13.44%
5732,ACRX,Health Care,Pharmaceuticals,N/A,N/A,nan%
5733,BNDSY,Financials,Banks,2.32532858701862,0.730361089061457,-68.59%
5734,RCPIQ,Health Care,Pharmaceuticals,0.0014,0.0012,-14.29%
5735,SUTNY,Financials,Banks,3.56338416976271,3.12,-12.44%
5736,EXPD,Industrials,Transportation Air Freight & Marine,39.9832354800974,92.0034758552644,130.11%
5737,LWLW,Information Technology,Communications Equipment,3.37500000000001,0.0429,-98.73%
5738,STWD,Financials,Diversified Financials,9.4309532564391,14.4065072324885,52.76%
5739,BOOM,Industrials,Oil & Gas Equipment & Services ,6.90655526166987,43.25,526.22%
5740,IIIN,Industrials,Building Products,14.9621910869241,18.2583187679643,22.03%
5741,MCET,Health Care,Biotechnology Life Sciences,0.0002,0.0003,50.00%
5742,PXYN,Industrials,Airlines,0.0065,0.0004,-93.85%
5743,XOM,Energy,Coal & Consumable Fuels ,53.0557095174233,35.7701965157779,-32.58%
5744,EZPW,Financials,Diversified Financials,4.85,4.79,-1.24%
5745,EFGSY,Industrials,Construction & Engineering,10.2536372156022,17.24738372663,68.21%
5746,NXGPY,Consumer Discretionary,Distributors Multiline Retail,38.5002232207529,43.8128169874812,13.80%
5747,XXFPL,Real Estate,Real Estate,0.0089,0.01,12.36%
5748,FMC,Materials,Chemicals,24.9575885716842,106.67359279544,327.42%
5749,FNB,Financials,Banks,9.0124112502896,8.38778616956563,-6.93%
5750,CHBAY,Financials,Banks,34.666742539612,28.64,-17.38%
5751,NPTN,Information Technology,Semiconductors,9.97,9.09,-8.83%
5752,CRYO,Health Care,Biotechnology Life Sciences,0.17,0.32,88.24%
5753,SKBSY,Industrials,Construction & Engineering,11.6373519655732,22.1061144506431,89.96%
5754,NEE,Utilities,Electric Utilities,21.0871903987389,71.4083075869896,238.63%
5755,BIP,Utilities,Multi-Utilities Water Utilities Power,10.2388744171437,28.7323828059972,180.62%
5756,FRPH,Real Estate,Real Estate,16.23,22.775,40.33%
5757,CIADY,Consumer Staples,Food Products,15.6407000857289,56.9226212869487,263.94%
5758,STRNY,Utilities,Multi-Utilities Water Utilities Power,21.7206774806666,26.8866690786134,23.78%
5759,USSJY,Consumer Discretionary,Specialty Retail,34.6600443446162,29.05,-16.19%
5760,NYRSY,Materials,Precious Metals Gold Mining ,1.563,0.57,-63.53%
5761,FCGN,Information Technology,Computers Electronics,2.0,5.0,150.00%
5762,NIOCF,Materials,Precious Metals Gold Mining ,0.055,0.118679,115.78%
5763,BLGPY,Materials,Precious Metals Gold Mining ,0.15,0.01,-93.33%
5764,EXPO,Industrials,Commercial & Professional Services,22.2170924855467,87.1503586088707,292.27%
5765,FICO,Information Technology,Software,92.9793563508122,511.04,449.63%
5766,FRFHF,Financials,Life Health & Multi-line Insurance,405.697673610307,314.943727759272,-22.37%
5767,BCRD,Information Technology,Internet Software & IT Services,0.001,0.508,50700.00%
5768,GUYGF,Materials,Precious Metals Gold Mining ,0.047,0.3452,634.47%
5769,SWGAY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,14.2737008556334,12.8397621200795,-10.05%
5770,IDKOY,Energy,Coal & Consumable Fuels ,6.31527293843285,8.84,39.98%
5771,EACO,Information Technology,Computers Electronics,5.5,20.0,263.64%
5772,TNABY,Utilities,Electric Utilities,7.92567606818838,8.25023592522626,4.10%
5773,FARM,Consumer Staples,Food Products,29.47,4.67,-84.15%
5774,UCLQF,Materials,Construction Materials ,52.8531502919255,54.0162114826322,2.20%
5775,FAST,Industrials,Trading Companies & Distributors,15.9113674752331,44.6858445038121,180.84%
5776,FDX,Industrials,Transportation Air Freight & Marine,127.661156579421,245.192913165333,92.07%
5777,FMCC,Financials,Banks,1.66,2.33,40.36%
5778,GIVSY,Financials,Diversified Financials,22.1920522907813,10.5745634715446,-52.35%
5779,TYOYY,Information Technology,Computers Electronics,55.89,165.0,195.22%
5780,CITAY,Industrials,Trading Companies & Distributors,15.8516976132214,4.09540873959447,-74.16%
5781,MRTPY,Consumer Discretionary,Restaurants,14.8,12.94,-12.57%
5782,CBGPY,Financials,Banks,32.5699647461067,32.9978497393885,1.31%
5783,PTNDY,Materials,Precious Metals Gold Mining ,5.80925706008823,16.8419637456339,189.92%
5784,LNNGY,Consumer Discretionary,Leisure Products Textiles Apparel & Luxury,13.0170808243472,168.858948185861,1197.21%
5785,NZEOY,Energy,Oil & Gas Exploration & Production ,1.75,1.75,0.00%
5786,TGOSY,Consumer Discretionary,Auotomobiles & Components,47.5233969422819,46.89,-1.33%
5787,BGMO,Utilities,Multi-Utilities Water Utilities Power,0.002,0.0001,-95.00%
5788,SENR,Industrials,Commercial & Professional Services,0.6,0.4249,-29.18%
5789,TGLVY,Health Care,Health Crare Equipment & Technology,2.54836606260369,5.62853081715458,120.87%
5790,SMWPY,Consumer Discretionary,Distributors Multiline Retail,21.967085729061,2.36939862578482,-89.21%
5791,HLFDY,Consumer Discretionary,Specialty Retail,6.28267597054717,6.38432044935369,1.62%
5792,SGGKY,Industrials,Aerospace & Defense ,14.0042366392487,25.5539709509606,82.47%
5793,HYFXY,Utilities,Multi-Utilities Water Utilities Power,3.71,0.9,-75.74%
5794,YGYI,Consumer Staples,Household & Personal Products,5.799,0.292,-94.96%
5795,HMSNF,Real Estate,Real Estate,31.9492628369866,0.320300113618564,-99.00%
5796,CCOJY,Consumer Staples,Beverages Tobacco,9.89344239199968,7.46191973446344,-24.58%
5797,ASXFY,Financials,Diversified Financials,21.3426719492685,48.4687407238081,127.10%
5798,FNMA,Financials,Banks,1.67,2.39,43.11%
5799,FRT,Real Estate,Real Estate,107.002515821688,74.4896434116139,-30.39%
5800,HII,Industrials,Aerospace & Defense ,106.83349435983,158.49381860697,48.36%
5801,FSCR,Consumer Discretionary,Auotomobiles & Components,5.72254335260116,5.25,-8.26%
5802,FSS,Industrials,Construction & Farm Machinery,13.8203661181806,32.3094712081306,133.78%
5803,AJOY,Health Care,Health Care Providers (non-HMO),0.185,0.038,-79.46%
5804,ABCM,Health Care,Biotechnology Life Sciences,9.44490522242763,21.55,128.17%
5805,BTVCY,Consumer Staples,Beverages Tobacco,16.5596427014923,20.6222771181195,24.53%
5806,SVNDY,Consumer Staples,Food & Stapes Retailing,14.7339159514207,11.84,-19.64%
5807,EKTAY,Health Care,Health Crare Equipment & Technology,6.92720467428526,12.2907186248226,77.43%
5808,YMDAF,Consumer Discretionary,Specialty Retail,3.9874609136497,4.8,20.38%
